order_id,customer_id,order_date,total,status
56,373,2025-08-21 16:21:28,197.52,shipped
57,335,2025-02-27 07:30:39,252.29,completed
58,3,2025-09-12 07:10:18,127.28,completed
59,385,2024-07-14 08:14:22,329.76,completed
60,217,2025-07-16 09:48:27,13.1,completed
61,27,2024-07-23 07:18:19,77.74,completed
62,180,2024-10-10 02:01:21,2.4,completed
63,237,2024-12-16 19:36:10,104.96,shipped
64,18,2025-06-14 08:08:09,218.51,shipped
65,372,2023-12-03 01:24:17,542.85,returned
66,321,2024-07-06 13:09:36,222.21,completed
67,320,2024-06-14 17:15:32,13.53,completed
68,286,2024-11-05 07:13:22,20.34,completed
69,302,2024-04-20 06:34:57,19.16,shipped
70,320,2024-01-31 06:45:25,78.35,completed
71,154,2024-06-07 02:57:02,404.39,completed
72,360,2025-04-07 10:16:23,260.61,completed
73,145,2025-02-04 09:46:12,52.95,cancelled
74,91,2024-11-15 00:08:28,60.68,completed
75,444,2024-09-02 08:34:30,92.83,completed
76,423,2024-06-28 01:41:01,56.11,completed
77,79,2024-10-13 11:42:23,75.39,shipped
78,356,2024-01-26 03:24:37,352.15,completed
79,366,2024-05-05 11:41:49,39.1,shipped
80,490,2024-09-25 11:09:18,26.33,completed
81,368,2025-01-23 14:19:47,213.33,cancelled
82,452,2024-06-18 05:17:50,75.27,completed
83,373,2024-11-24 06:53:23,42.13,shipped
84,362,2024-06-22 18:37:49,26.73,completed
85,102,2025-10-19 20:43:03,71.1,completed
86,251,2025-05-13 19:13:28,121.0,shipped
87,32,2025-01-02 00:14:34,102.95,completed
88,261,2024-12-12 08:11:20,73.36,shipped
89,444,2024-05-22 20:32:16,32.45,completed
90,42,2024-09-06 21:12:35,197.28,completed
91,346,2023-11-28 05:27:59,103.99,completed
92,179,2024-12-04 22:00:12,165.32,cancelled
93,104,2025-06-01 23:15:20,254.82,completed
94,420,2024-09-15 14:40:46,31.34,completed
95,491,2024-08-30 08:56:07,180.03,completed
96,469,2025-06-29 06:22:02,203.72,shipped
97,222,2025-01-12 09:37:03,131.23,shipped
98,456,2025-05-22 21:18:53,287.83,completed
99,78,2024-02-06 23:32:24,31.18,shipped
100,219,2024-10-31 03:31:55,80.4,completed
101,239,2024-05-06 21:23:55,19.79,completed
102,289,2025-02-05 17:03:21,131.3,shipped
103,72,2023-12-04 04:37:11,5.66,completed
104,334,2024-09-18 11:43:00,131.48,completed
105,311,2025-07-05 20:55:10,205.61,completed
106,330,2024-05-13 03:32:56,106.48,returned
107,167,2024-10-27 02:52:31,34.85,completed
108,73,2024-08-28 02:34:35,128.13,completed
109,156,2024-11-19 04:54:56,131.18,returned
110,354,2025-01-25 06:32:22,275.96,completed
111,423,2024-02-07 11:32:52,23.11,completed
112,429,2025-03-28 03:36:29,362.98,completed
113,274,2024-07-13 02:47:18,110.32,completed
114,264,2024-07-30 01:38:53,202.33,cancelled
115,129,2024-03-05 12:41:31,261.65,completed
116,390,2025-08-04 18:08:43,66.22,shipped
117,185,2025-03-18 03:02:47,110.97,completed
118,89,2024-01-18 19:39:45,58.05,completed
119,490,2024-01-27 22:46:55,115.02,completed
120,451,2025-01-23 12:15:49,88.7,shipped
121,318,2024-03-25 07:45:24,49.23,completed
122,70,2024-04-24 04:04:16,216.91,returned
123,96,2025-09-16 14:09:31,13.32,shipped
124,3,2024-11-29 07:20:56,268.95,completed
125,447,2025-02-17 18:33:25,89.04,completed
126,449,2024-05-27 00:21:45,120.57,completed
127,146,2024-01-19 00:24:06,73.29,cancelled
128,78,2024-03-03 15:11:39,179.37,shipped
129,262,2024-09-23 00:42:09,27.48,shipped
130,193,2025-03-07 16:46:46,15.37,completed
131,413,2025-08-26 19:21:58,167.09,completed
132,318,2024-11-16 15:33:16,145.54,completed
133,306,2024-12-25 09:35:25,153.14,shipped
134,253,2025-05-29 10:54:09,90.35,shipped
135,248,2025-08-28 00:48:44,43.13,completed
136,234,2025-01-27 23:31:19,304.76,completed
137,172,2025-06-27 14:52:13,88.43,returned
138,105,2024-05-13 09:24:23,508.38,completed
139,444,2023-12-30 15:11:29,195.8,shipped
140,261,2025-07-02 22:07:57,438.84,completed
141,149,2024-12-02 02:34:30,173.73,shipped
142,392,2024-05-28 14:40:00,466.5,completed
143,474,2024-09-29 18:12:07,123.94,completed
144,424,2024-07-13 18:32:34,82.99,shipped
145,231,2025-06-12 00:43:46,91.8,shipped
146,143,2024-08-03 06:55:35,168.55,returned
147,416,2025-08-23 21:31:03,167.4,completed
148,326,2024-03-10 20:12:44,193.33,completed
149,333,2023-12-13 05:11:31,241.89,returned
150,46,2024-07-21 12:43:59,290.53,completed
151,487,2025-05-03 00:26:52,126.11,cancelled
152,59,2025-01-26 22:47:16,103.0,completed
153,26,2025-02-21 21:44:22,326.91,completed
154,64,2024-09-25 14:56:59,132.54,cancelled
155,37,2025-09-21 17:11:43,116.5,completed
156,138,2023-11-19 04:28:01,331.67,completed
157,212,2024-06-10 03:11:05,138.22,shipped
158,119,2025-05-04 02:32:27,222.4,returned
159,12,2024-04-25 08:49:22,304.02,completed
160,110,2025-06-23 07:31:43,37.19,completed
161,486,2025-01-24 16:40:28,76.44,completed
162,281,2025-07-24 02:48:17,134.67,completed
163,450,2024-11-28 11:07:52,151.74,shipped
164,171,2025-01-11 15:06:46,27.82,completed
165,31,2024-12-07 01:50:14,26.73,completed
166,169,2024-07-14 23:38:45,205.54,completed
167,222,2025-04-04 06:55:24,218.13,completed
168,281,2024-05-15 23:06:05,205.59,completed
169,439,2024-07-21 20:05:45,4.8,completed
170,245,2024-11-07 05:11:58,12.21,completed
171,142,2025-05-18 10:51:43,113.07,completed
172,473,2024-11-24 00:18:21,150.46,completed
173,487,2024-12-18 10:17:33,194.71,completed
174,142,2025-01-18 18:57:29,28.26,completed
175,135,2025-09-11 19:03:07,85.72,completed
176,251,2025-06-11 09:19:45,140.21,completed
177,406,2025-06-06 06:00:15,206.75,completed
178,6,2024-01-17 02:38:49,229.69,completed
179,447,2025-10-30 09:34:51,366.02,shipped
180,41,2024-02-04 10:45:41,66.44,completed
181,404,2024-10-10 12:15:45,192.1,shipped
182,386,2025-05-10 23:40:12,93.29,cancelled
183,393,2024-01-14 01:23:21,209.05,completed
184,30,2024-09-01 15:53:50,18.47,completed
185,90,2024-02-21 17:19:08,448.56,shipped
186,338,2025-06-24 17:59:33,155.32,completed
187,230,2023-11-25 10:34:52,300.32,completed
188,466,2024-03-19 18:14:10,31.1,completed
189,15,2024-12-22 16:58:02,46.11,completed
190,441,2025-06-17 23:06:19,208.08,completed
191,52,2024-02-17 05:06:35,193.19,completed
192,398,2024-03-22 22:44:16,70.9,completed
193,219,2024-04-16 03:48:02,119.94,completed
194,230,2024-10-19 18:04:49,180.56,shipped
195,427,2025-09-20 09:54:04,208.69,completed
196,449,2024-02-11 03:27:47,74.93,returned
197,110,2023-12-15 04:46:08,140.44,completed
198,39,2025-10-02 15:34:15,93.1,completed
199,118,2024-10-09 07:55:53,43.89,completed
200,438,2024-12-03 11:30:37,189.89,cancelled
201,79,2024-03-26 11:05:31,96.36,shipped
202,282,2025-03-15 05:09:41,52.07,completed
203,75,2025-07-30 16:28:13,147.92,completed
204,106,2024-12-26 07:39:04,56.6,completed
205,260,2024-11-27 06:32:40,47.07,completed
206,132,2024-03-02 11:52:53,137.04,shipped
207,57,2025-06-18 14:51:04,19.13,completed
208,227,2025-09-23 21:09:04,241.87,shipped
209,78,2025-01-12 19:00:22,87.98,completed
210,252,2024-10-04 15:25:59,71.47,completed
211,392,2024-09-20 02:03:46,711.37,completed
212,360,2023-11-22 01:11:35,18.9,shipped
213,45,2024-07-02 08:26:30,513.47,shipped
214,497,2024-02-14 04:30:46,310.29,completed
215,107,2024-10-18 02:31:33,226.06,completed
216,459,2024-06-30 09:19:41,26.33,completed
217,203,2025-05-27 01:18:42,363.17,completed
218,280,2025-10-30 23:22:19,74.41,shipped
219,54,2025-09-28 13:12:25,106.69,completed
220,324,2025-04-23 10:53:24,47.76,cancelled
221,46,2024-06-12 10:24:51,81.6,shipped
222,261,2024-12-24 16:20:12,109.46,shipped
223,388,2024-07-22 06:18:53,15.77,cancelled
224,152,2025-03-06 14:54:20,42.93,completed
225,150,2025-10-05 18:55:26,60.23,completed
226,430,2024-08-29 12:19:14,159.7,completed
227,312,2025-01-25 18:47:20,9.69,shipped
228,409,2025-04-02 21:35:39,19.3,shipped
229,164,2024-03-22 18:03:11,69.39,shipped
230,87,2024-03-03 18:40:51,30.31,completed
231,107,2024-06-27 06:15:42,169.52,completed
232,7,2024-12-25 06:42:42,132.62,completed
233,257,2025-04-29 22:22:20,214.17,completed
234,248,2024-04-21 16:02:47,33.4,completed
235,254,2025-07-30 10:08:03,157.82,completed
236,343,2025-03-05 18:23:16,92.52,completed
237,464,2025-05-22 19:22:38,55.45,completed
238,20,2024-08-29 05:15:53,127.15,shipped
239,374,2024-12-22 06:32:33,84.98,shipped
240,166,2025-02-26 09:37:47,256.65,completed
241,375,2024-05-28 00:02:34,238.24,completed
242,363,2024-11-15 13:22:14,132.13,completed
243,377,2024-11-08 09:18:48,106.39,shipped
244,404,2024-04-26 10:47:22,173.89,completed
245,312,2025-11-11 00:40:52,44.62,shipped
246,263,2024-07-28 07:33:00,183.3,completed
247,474,2025-11-03 22:37:04,206.33,shipped
248,449,2025-06-16 21:17:45,11.48,completed
249,196,2025-05-27 04:48:09,384.78,completed
250,27,2025-09-06 22:25:04,104.64,returned
251,373,2025-11-04 12:49:25,57.89,completed
252,59,2024-02-27 23:30:29,148.0,completed
253,165,2024-03-21 10:13:25,74.99,completed
254,124,2024-12-26 03:43:28,6.07,shipped
255,200,2025-05-23 06:41:08,20.93,completed
256,30,2025-08-20 01:53:15,139.58,completed
257,178,2024-11-16 22:11:11,475.06,completed
258,189,2023-11-22 11:40:54,82.94,completed
259,24,2024-07-18 14:44:08,94.2,completed
260,215,2024-10-03 05:03:03,529.94,completed
261,80,2024-04-02 01:36:44,98.66,cancelled
262,221,2024-03-10 15:18:41,119.56,cancelled
263,198,2024-11-14 07:14:06,191.72,shipped
264,449,2024-01-05 22:28:01,285.6,completed
265,148,2023-11-19 05:02:18,342.24,completed
266,403,2024-07-14 01:43:48,307.59,shipped
267,496,2025-05-12 16:51:00,136.32,completed
268,124,2024-04-08 15:06:23,148.27,shipped
269,219,2024-04-17 15:13:10,86.22,returned
270,358,2025-05-06 22:32:29,145.71,returned
271,190,2024-01-26 18:03:08,84.89,completed
272,478,2025-01-05 12:38:35,14.54,cancelled
273,276,2024-11-05 01:24:20,6.01,completed
274,7,2024-07-28 23:32:37,163.29,completed
275,178,2024-01-27 10:12:33,250.87,shipped
276,118,2024-01-01 07:44:00,105.23,completed
277,67,2025-03-14 06:56:18,334.78,shipped
278,428,2024-11-12 21:41:34,362.92,completed
279,109,2025-02-18 14:02:09,28.86,completed
280,331,2024-03-15 09:05:50,53.35,completed
281,358,2024-01-05 17:19:19,39.99,completed
282,83,2024-08-13 01:30:54,134.84,shipped
283,379,2025-03-23 02:54:17,52.79,completed
284,277,2025-01-22 04:01:35,199.92,completed
285,145,2025-09-30 23:18:43,554.34,completed
286,213,2024-05-08 10:05:49,92.4,completed
287,384,2024-08-08 19:04:28,453.3,completed
288,256,2025-03-17 06:41:19,61.56,completed
289,62,2023-11-25 19:59:39,166.07,completed
290,203,2025-11-04 13:31:45,211.17,completed
291,245,2024-04-12 11:41:02,17.74,completed
292,303,2024-06-15 03:09:19,68.85,completed
293,345,2024-06-22 14:14:31,104.73,completed
294,245,2025-08-13 08:34:23,166.37,completed
295,31,2025-10-22 20:23:34,93.03,cancelled
296,165,2025-09-19 03:01:51,270.26,completed
297,355,2024-10-10 20:54:18,25.17,completed
298,407,2025-02-10 19:52:55,42.04,shipped
299,138,2025-06-03 08:10:11,61.73,shipped
300,310,2024-07-09 08:12:02,96.1,completed
301,278,2024-08-26 03:06:00,355.11,completed
302,198,2025-03-13 22:08:34,179.4,completed
303,86,2025-07-02 14:18:35,46.13,completed
304,89,2024-09-23 02:04:07,21.26,completed
305,421,2025-11-09 13:21:49,186.63,shipped
306,472,2024-05-30 17:28:27,50.26,cancelled
307,468,2025-01-23 16:29:34,178.44,completed
308,136,2025-01-08 01:53:21,87.25,completed
309,478,2025-03-27 04:52:49,176.02,completed
310,344,2025-04-10 00:06:14,231.66,shipped
311,460,2024-04-20 05:07:04,116.62,completed
312,187,2024-01-14 00:51:40,66.44,shipped
313,7,2025-02-17 04:11:44,158.46,completed
314,440,2024-03-12 05:57:00,42.86,cancelled
315,31,2024-02-02 20:13:07,180.63,completed
316,132,2025-06-04 09:03:19,65.65,shipped
317,346,2024-04-30 23:21:47,18.19,cancelled
318,289,2024-06-19 07:54:37,215.4,completed
319,275,2024-04-01 08:49:31,199.85,completed
320,315,2024-06-06 02:06:50,373.89,completed
321,281,2025-01-25 15:58:52,358.39,completed
322,122,2024-02-02 08:01:27,43.25,completed
323,386,2024-02-21 06:32:13,37.19,completed
324,222,2025-07-25 19:36:18,36.38,completed
325,314,2024-12-24 13:18:40,293.62,cancelled
326,113,2025-02-13 00:59:06,21.63,completed
327,359,2025-03-29 17:06:23,247.98,shipped
328,464,2025-07-01 20:53:22,92.02,completed
329,450,2024-09-07 07:14:31,4.81,completed
330,348,2024-07-28 07:14:01,284.41,completed
331,123,2025-02-03 23:36:06,202.51,completed
332,55,2025-07-06 11:19:38,169.32,completed
333,277,2025-09-07 17:08:05,241.93,completed
334,411,2025-02-16 19:27:00,59.91,shipped
335,306,2025-02-26 14:25:43,4.8,completed
336,8,2024-06-17 04:40:59,195.69,completed
337,471,2025-08-02 21:45:23,87.03,completed
338,390,2025-06-09 12:13:37,95.68,completed
339,204,2025-09-21 15:29:34,445.11,completed
340,366,2025-03-07 05:34:15,301.26,completed
341,164,2025-04-17 02:17:14,418.54,completed
342,81,2025-10-21 01:52:21,116.53,cancelled
343,240,2024-11-16 13:32:41,23.71,completed
344,132,2024-04-25 10:21:41,118.01,shipped
345,140,2024-03-24 10:12:05,60.0,completed
346,64,2023-11-16 22:23:19,202.27,completed
347,480,2025-07-15 07:34:55,184.88,completed
348,44,2024-05-12 22:14:43,262.63,completed
349,119,2024-04-30 23:24:00,164.42,shipped
350,85,2024-01-24 19:16:13,148.62,completed
351,215,2025-11-05 20:36:56,54.16,completed
352,370,2025-07-30 20:12:08,241.2,completed
353,499,2025-03-06 11:36:36,20.33,shipped
354,309,2024-03-07 15:24:14,93.11,completed
355,304,2024-03-05 04:31:43,83.38,completed
356,378,2024-03-21 21:02:20,54.96,completed
357,38,2024-11-18 03:53:34,120.09,cancelled
358,149,2025-09-24 04:35:24,126.25,shipped
359,427,2023-11-15 01:12:13,87.67,completed
360,389,2024-07-23 00:03:23,4.4,completed
361,227,2024-01-14 06:39:51,75.27,completed
362,4,2025-10-10 18:22:56,16.95,shipped
363,365,2023-12-25 09:28:43,23.92,completed
364,70,2024-02-29 05:59:57,278.11,shipped
365,438,2024-12-16 07:28:44,54.16,shipped
366,102,2025-08-02 20:32:28,29.94,shipped
367,14,2024-10-21 08:59:56,251.35,completed
368,466,2024-10-10 06:44:21,60.35,completed
369,361,2025-04-14 06:09:32,283.74,shipped
370,145,2024-11-15 05:31:24,200.2,shipped
371,264,2024-07-25 21:59:21,59.42,shipped
372,254,2024-07-06 20:41:51,126.84,completed
373,151,2024-12-07 12:16:10,116.85,returned
374,430,2025-06-27 04:10:01,450.61,completed
375,37,2024-02-13 23:10:00,88.97,completed
376,192,2024-05-19 20:56:01,125.05,completed
377,214,2025-01-22 22:27:49,235.45,cancelled
378,17,2024-09-15 07:15:02,123.24,completed
379,29,2024-09-02 22:09:41,398.06,completed
380,15,2025-07-07 23:30:32,127.79,completed
381,379,2024-09-09 07:23:56,70.23,shipped
382,433,2025-05-16 09:57:18,189.55,shipped
383,8,2024-11-17 09:30:45,54.97,completed
384,283,2024-08-16 14:07:31,76.67,completed
385,424,2024-07-14 00:15:48,153.02,shipped
386,187,2025-08-27 06:09:36,48.38,completed
387,147,2024-12-24 07:07:13,35.32,completed
388,17,2024-07-18 01:23:11,243.42,completed
389,142,2024-12-31 01:17:47,29.44,returned
390,80,2024-01-14 14:20:56,241.02,completed
391,102,2025-09-30 22:14:19,189.49,returned
392,435,2025-02-27 01:43:16,135.54,completed
393,322,2025-08-30 00:11:02,153.58,cancelled
394,313,2024-04-28 23:58:29,26.22,completed
395,90,2024-03-22 21:14:02,115.16,completed
396,455,2025-03-21 02:55:42,77.98,shipped
397,143,2025-08-23 08:07:26,193.41,completed
398,53,2024-06-17 13:59:24,128.99,completed
399,497,2025-05-20 09:05:00,290.77,completed
400,341,2024-03-04 20:09:08,113.45,completed
401,172,2025-08-28 05:01:37,185.25,completed
402,494,2024-10-19 11:24:23,201.8,completed
403,85,2025-01-23 04:48:55,53.91,completed
404,175,2024-10-22 21:29:42,312.46,completed
405,206,2024-11-29 12:36:24,119.38,cancelled
406,19,2025-05-07 18:12:00,170.28,completed
407,136,2025-07-19 15:58:34,93.86,returned
408,435,2024-05-27 10:59:16,238.99,shipped
409,345,2025-04-30 04:46:46,82.91,completed
410,377,2024-02-16 06:02:02,271.17,returned
411,294,2025-01-21 04:42:22,203.57,completed
412,118,2025-10-13 17:23:00,23.62,completed
413,329,2024-10-18 01:17:42,24.22,returned
414,413,2025-04-04 08:28:47,138.38,shipped
415,156,2024-08-11 07:09:23,12.62,completed
416,110,2024-04-01 02:59:36,61.18,completed
417,84,2023-12-04 12:08:41,48.99,returned
418,200,2025-09-17 14:35:32,20.28,completed
419,45,2024-08-24 21:30:16,8.8,completed
420,115,2025-09-09 05:53:50,348.77,completed
421,334,2024-11-10 20:53:08,212.06,shipped
422,378,2025-07-05 12:19:32,19.97,completed
423,141,2025-04-18 07:02:08,108.85,shipped
424,275,2024-08-09 14:21:06,287.0,completed
425,217,2025-06-02 16:40:03,231.85,shipped
426,14,2024-10-09 05:59:14,14.97,completed
427,301,2024-04-28 21:44:56,78.08,completed
428,190,2025-03-08 01:50:03,589.26,completed
429,95,2025-01-22 15:55:06,406.6,cancelled
430,389,2025-09-25 11:55:16,111.71,completed
431,11,2025-10-29 21:56:41,125.04,shipped
432,170,2025-11-13 12:25:12,113.67,completed
433,92,2024-04-11 04:48:06,448.23,shipped
434,163,2024-09-06 22:07:28,220.88,shipped
435,32,2024-08-31 12:18:16,71.97,shipped
436,382,2024-04-01 21:30:28,12.3,cancelled
437,268,2025-11-08 16:34:10,158.09,shipped
438,74,2025-06-17 13:24:24,143.74,completed
439,358,2023-11-23 03:33:00,269.0,completed
440,230,2024-04-14 23:15:03,112.56,shipped
441,281,2024-10-23 05:34:50,253.49,shipped
442,29,2024-08-21 05:58:07,172.99,completed
443,338,2024-12-27 10:00:02,71.33,completed
444,23,2024-04-14 05:35:19,185.69,completed
445,102,2023-11-19 05:15:51,84.34,completed
446,356,2025-02-12 03:56:44,151.01,cancelled
447,468,2024-07-12 22:42:13,309.53,completed
448,499,2024-07-26 23:22:56,165.32,completed
449,338,2024-01-26 22:54:39,148.29,shipped
450,114,2025-10-22 11:37:56,7.27,shipped
451,79,2024-08-27 08:47:19,24.19,completed
452,128,2025-10-26 04:29:00,13.6,completed
453,207,2024-05-29 23:02:13,374.89,returned
454,352,2024-12-09 09:20:56,134.57,shipped
455,217,2025-10-30 15:47:56,132.97,cancelled
456,360,2023-11-24 22:50:12,485.38,completed
457,443,2025-02-28 03:41:47,251.15,completed
458,500,2024-06-13 22:12:33,219.76,completed
459,128,2023-12-10 21:36:44,131.67,completed
460,260,2025-03-31 13:37:18,155.04,completed
461,60,2024-06-15 10:04:03,104.43,shipped
462,124,2025-03-27 06:16:23,146.44,completed
463,182,2024-11-20 16:51:59,33.8,completed
464,23,2024-09-19 05:20:24,280.09,completed
465,436,2023-12-18 23:16:51,51.8,completed
466,178,2025-05-08 01:38:38,139.13,completed
467,430,2025-05-14 21:02:35,13.2,completed
468,20,2024-05-29 09:34:15,112.38,shipped
469,410,2024-06-14 19:34:20,135.3,shipped
470,457,2025-03-14 12:29:13,86.2,cancelled
471,158,2023-12-29 07:23:24,406.02,shipped
472,462,2025-02-01 06:49:37,168.99,completed
473,125,2025-08-15 08:30:19,153.8,completed
474,13,2023-12-08 11:47:33,68.36,completed
475,370,2025-09-15 07:32:32,14.4,shipped
476,75,2025-05-25 13:38:30,156.09,shipped
477,52,2025-11-04 07:50:59,12.2,cancelled
478,28,2024-11-14 13:07:22,150.33,completed
479,494,2025-02-28 18:05:05,209.53,shipped
480,328,2025-03-19 22:24:39,165.63,shipped
481,87,2024-11-01 20:44:10,94.58,shipped
482,491,2024-11-29 16:27:54,122.34,returned
483,167,2024-03-28 19:55:38,611.52,completed
484,19,2024-11-16 14:19:11,60.97,shipped
485,189,2025-06-19 08:25:18,127.16,shipped
486,224,2025-09-24 10:36:22,66.51,completed
487,327,2025-03-31 19:46:49,52.07,shipped
488,422,2025-06-19 20:32:43,141.61,completed
489,198,2025-01-11 15:05:12,23.0,completed
490,272,2025-08-03 00:12:02,69.29,completed
491,84,2024-02-03 13:12:03,168.03,shipped
492,300,2023-12-14 12:34:54,7.13,shipped
493,243,2024-08-27 21:12:43,245.37,shipped
494,492,2023-12-07 06:09:42,172.18,completed
495,174,2025-03-04 22:16:03,366.65,completed
496,385,2025-10-09 10:54:43,31.98,completed
497,284,2025-05-21 21:40:20,115.64,completed
498,195,2024-03-12 20:18:10,242.1,completed
499,286,2025-05-15 22:40:36,139.67,completed
500,162,2025-06-08 16:17:34,44.14,completed
501,118,2024-03-31 06:23:58,9.83,completed
502,346,2025-09-21 07:36:02,111.9,completed
503,256,2025-09-05 19:19:51,251.63,completed
504,202,2024-02-25 02:42:07,204.39,shipped
505,357,2024-01-18 04:33:52,289.44,completed
506,71,2024-10-05 18:00:05,273.34,cancelled
507,30,2025-08-23 16:41:22,289.66,completed
508,454,2025-09-01 19:30:54,168.55,completed
509,128,2024-02-15 14:52:41,13.2,completed
510,236,2023-12-28 09:24:44,185.5,completed
511,65,2024-10-24 05:46:01,259.72,completed
512,336,2025-03-24 00:03:21,91.86,completed
513,192,2025-05-19 18:58:33,198.91,completed
514,53,2024-01-02 06:25:58,55.33,completed
515,105,2024-07-15 22:23:45,288.04,completed
516,236,2024-01-29 13:40:34,70.53,completed
517,227,2025-09-11 04:50:10,227.41,completed
518,231,2025-01-10 11:03:11,229.99,shipped
519,114,2024-06-17 09:10:11,178.58,completed
520,4,2025-09-07 01:46:05,95.94,shipped
521,40,2024-04-13 16:25:25,14.97,completed
522,28,2025-04-06 16:38:54,379.4,completed
523,73,2025-03-05 18:27:43,262.98,shipped
524,467,2025-06-09 15:44:02,114.57,shipped
525,195,2023-11-27 19:26:10,59.37,completed
526,308,2024-07-30 05:55:36,76.08,completed
527,489,2025-08-26 04:30:42,351.28,completed
528,126,2025-04-19 19:25:14,222.73,shipped
529,327,2025-09-03 16:45:20,57.57,shipped
530,402,2025-10-13 15:36:02,13.1,cancelled
531,4,2024-07-17 16:13:19,119.31,completed
532,221,2025-10-12 03:37:21,222.76,shipped
533,268,2025-05-18 19:04:45,105.38,completed
534,207,2024-03-25 06:58:15,303.18,completed
535,178,2025-10-18 08:32:05,174.87,completed
536,31,2025-02-12 16:13:55,104.35,cancelled
537,466,2025-05-28 18:11:02,158.16,shipped
538,84,2024-08-25 08:07:09,66.78,completed
539,326,2024-12-19 21:53:08,156.68,completed
540,2,2023-11-25 20:46:20,41.35,shipped
541,301,2025-04-13 23:41:34,175.77,completed
542,372,2024-09-23 00:17:34,83.03,shipped
543,402,2024-10-03 06:27:50,449.57,completed
544,499,2025-08-26 12:46:21,218.39,shipped
545,451,2025-04-16 11:51:02,67.15,shipped
546,363,2025-04-17 23:37:05,59.63,completed
547,272,2024-01-01 14:44:08,261.94,completed
548,30,2024-01-04 07:26:56,126.66,returned
549,252,2024-04-12 17:15:46,191.14,completed
550,73,2025-08-16 16:36:10,99.48,completed
551,94,2025-06-28 04:08:00,151.51,completed
552,204,2024-12-08 09:43:06,185.89,returned
553,463,2024-03-08 10:27:40,178.01,completed
554,330,2025-06-03 01:20:47,122.42,completed
555,75,2024-06-08 23:03:21,55.8,completed
556,344,2024-01-19 01:53:31,180.47,completed
557,428,2024-03-27 21:49:25,20.33,completed
558,170,2024-10-24 06:09:21,82.24,completed
559,209,2023-12-19 10:17:57,72.54,completed
560,135,2024-06-15 20:46:07,7.55,returned
561,371,2025-03-01 12:24:18,402.53,completed
562,394,2024-04-17 04:19:44,31.98,completed
563,200,2025-05-02 19:12:42,713.71,cancelled
564,268,2024-12-11 11:10:04,226.85,completed
565,429,2024-09-27 17:36:11,69.6,completed
566,420,2024-03-28 04:57:47,161.31,completed
567,323,2025-03-22 07:26:48,79.2,returned
568,29,2025-06-16 22:29:34,59.7,completed
569,151,2025-08-29 22:55:53,179.03,completed
570,269,2025-08-26 15:26:19,50.55,completed
571,380,2023-11-17 08:42:31,81.71,cancelled
572,83,2024-07-13 13:07:44,111.95,completed
573,461,2024-06-14 11:55:00,143.28,completed
