order_item_id,order_id,product_id,quantity,unit_price,line_total
316,108,126,1,26.73,26.73
317,108,79,3,33.0,99.0
318,108,55,1,2.4,2.4
319,109,16,2,42.86,85.72
320,109,109,3,9.58,28.74
321,109,19,1,16.72,16.72
322,110,110,1,13.32,13.32
323,110,132,1,87.77,87.77
324,110,180,3,7.71,23.13
325,110,138,2,75.87,151.74
326,111,52,1,23.11,23.11
327,112,82,2,31.34,62.68
328,112,43,3,6.46,19.38
329,112,150,3,57.89,173.67
330,112,102,3,21.65,64.95
331,112,172,1,42.3,42.3
332,113,19,1,16.72,16.72
333,113,113,2,46.8,93.6
334,114,44,3,46.25,138.75
335,114,115,2,9.33,18.66
336,114,158,2,21.26,42.52
337,114,55,1,2.4,2.4
338,115,120,1,20.2,20.2
339,115,184,3,38.21,114.63
340,115,172,2,42.3,84.6
341,115,134,1,28.61,28.61
342,115,159,1,13.61,13.61
343,116,44,1,46.25,46.25
344,116,68,1,19.97,19.97
345,117,161,1,12.21,12.21
346,117,87,3,32.92,98.76
347,118,18,1,17.65,17.65
348,118,76,1,40.4,40.4
349,119,55,1,2.4,2.4
350,119,120,3,20.2,60.6
351,119,176,2,12.3,24.6
352,119,190,2,13.71,27.42
353,120,42,1,19.13,19.13
354,120,169,1,69.57,69.57
355,121,115,1,9.33,9.33
356,121,14,3,13.3,39.9
357,122,144,1,7.21,7.21
358,122,34,2,48.41,96.82
359,122,69,1,10.8,10.8
360,122,106,2,36.32,72.64
361,122,65,1,29.44,29.44
362,123,110,1,13.32,13.32
363,124,177,2,92.75,185.5
364,124,9,3,14.26,42.78
365,124,24,1,40.67,40.67
366,125,90,1,39.56,39.56
367,125,70,1,37.28,37.28
368,125,32,1,12.2,12.2
369,126,130,1,7.27,7.27
370,126,150,1,57.89,57.89
371,126,148,3,18.47,55.41
372,127,87,1,32.92,32.92
373,127,161,1,12.21,12.21
374,127,135,2,14.08,28.16
375,128,16,2,42.86,85.72
376,128,166,1,11.38,11.38
377,128,72,1,61.18,61.18
378,128,154,1,21.09,21.09
379,129,176,1,12.3,12.3
380,129,92,2,7.59,15.18
381,130,128,1,15.37,15.37
382,131,178,1,47.1,47.1
383,131,85,3,6.35,19.05
384,131,160,1,23.71,23.71
385,131,196,1,20.01,20.01
386,131,134,2,28.61,57.22
387,132,174,2,39.77,79.54
388,132,34,1,48.41,48.41
389,132,58,1,17.59,17.59
390,133,84,1,153.14,153.14
391,134,141,3,27.16,81.48
392,134,17,1,8.87,8.87
393,135,57,1,28.86,28.86
394,135,48,1,14.27,14.27
395,136,90,3,39.56,118.68
396,136,160,2,23.71,47.42
397,136,114,3,20.93,62.79
398,136,138,1,75.87,75.87
399,137,42,1,19.13,19.13
400,137,24,1,40.67,40.67
401,137,91,1,23.1,23.1
402,137,140,1,5.53,5.53
403,138,21,2,185.42,370.84
404,138,11,1,12.14,12.14
405,138,87,3,32.92,98.76
406,138,110,2,13.32,26.64
407,139,9,2,14.26,28.52
408,139,31,2,17.02,34.04
409,139,130,1,7.27,7.27
410,139,13,3,22.15,66.45
411,139,186,1,59.52,59.52
412,140,115,1,9.33,9.33
413,140,191,2,11.81,23.62
414,140,150,3,57.89,173.67
415,140,186,3,59.52,178.56
416,140,163,2,26.83,53.66
417,141,20,3,27.43,82.29
418,141,36,2,9.79,19.58
419,141,56,2,26.48,52.96
420,141,38,1,18.9,18.9
421,142,196,3,20.01,60.03
422,142,161,1,12.21,12.21
423,142,152,3,131.42,394.26
424,143,136,2,5.28,10.56
425,143,164,1,31.98,31.98
426,143,70,1,37.28,37.28
427,143,47,2,16.95,33.9
428,143,200,1,10.22,10.22
429,144,133,1,20.33,20.33
430,144,118,1,24.67,24.67
431,144,98,1,22.57,22.57
432,144,180,2,7.71,15.42
433,145,46,1,6.07,6.07
434,145,28,3,9.93,29.79
435,145,10,2,11.09,22.18
436,145,77,1,33.76,33.76
437,146,136,1,5.28,5.28
438,146,79,2,33.0,66.0
439,146,54,1,14.97,14.97
440,146,112,1,82.3,82.3
441,147,37,1,8.76,8.76
442,147,163,3,26.83,80.49
443,147,102,3,21.65,64.95
444,147,155,3,4.4,13.2
445,148,66,1,16.33,16.33
446,148,68,1,19.97,19.97
447,148,163,2,26.83,53.66
448,148,127,1,9.83,9.83
449,148,129,3,31.18,93.54
450,149,190,1,13.71,13.71
451,149,194,3,70.53,211.59
452,149,140,3,5.53,16.59
453,150,132,3,87.77,263.31
454,150,159,2,13.61,27.22
455,151,164,3,31.98,95.94
456,151,33,3,6.01,18.03
457,151,46,2,6.07,12.14
458,152,35,1,51.61,51.61
459,152,173,2,16.59,33.18
460,152,46,3,6.07,18.21
461,153,126,2,26.73,53.46
462,153,185,1,32.82,32.82
463,153,116,3,60.68,182.04
464,153,17,3,8.87,26.61
465,153,164,1,31.98,31.98
466,154,81,2,15.1,30.2
467,154,100,2,16.58,33.16
468,154,99,1,40.57,40.57
469,154,134,1,28.61,28.61
470,155,40,1,26.33,26.33
471,155,85,2,6.35,12.7
472,155,18,1,17.65,17.65
473,155,182,3,19.94,59.82
474,156,21,1,185.42,185.42
475,156,122,3,23.13,69.39
476,156,95,2,37.19,74.38
477,156,7,1,2.48,2.48
478,157,199,3,6.32,18.96
479,157,192,2,59.63,119.26
480,158,72,2,61.18,122.36
481,158,1,1,8.25,8.25
482,158,184,2,38.21,76.42
483,158,128,1,15.37,15.37
484,159,131,2,135.81,271.62
485,159,12,1,32.4,32.4
486,160,95,1,37.19,37.19
487,161,191,1,11.81,11.81
488,161,118,1,24.67,24.67
489,161,109,1,9.58,9.58
490,161,38,1,18.9,18.9
491,161,181,1,11.48,11.48
492,162,33,1,6.01,6.01
493,162,102,1,21.65,21.65
494,162,177,1,92.75,92.75
495,162,147,2,7.13,14.26
496,163,138,2,75.87,151.74
497,164,36,1,9.79,9.79
498,164,33,3,6.01,18.03
499,165,126,1,26.73,26.73
500,166,176,3,12.3,36.9
501,166,72,2,61.18,122.36
502,166,98,1,22.57,22.57
503,166,160,1,23.71,23.71
504,167,145,1,16.61,16.61
505,167,192,2,59.63,119.26
506,167,17,1,8.87,8.87
507,167,51,1,60.19,60.19
508,167,6,1,13.2,13.2
509,168,14,1,13.3,13.3
510,168,167,1,4.81,4.81
511,168,86,3,52.07,156.21
512,168,11,1,12.14,12.14
513,168,42,1,19.13,19.13
514,169,55,2,2.4,4.8
515,170,161,1,12.21,12.21
516,171,111,3,33.25,99.75
517,171,110,1,13.32,13.32
518,172,192,1,59.63,59.63
519,172,113,1,46.8,46.8
520,172,180,2,7.71,15.42
521,172,134,1,28.61,28.61
522,173,72,2,61.18,122.36
523,173,110,1,13.32,13.32
524,173,148,1,18.47,18.47
525,173,171,2,20.28,40.56
526,174,170,2,14.13,28.26
527,175,16,2,42.86,85.72
528,176,159,1,13.61,13.61
529,176,114,2,20.93,41.86
530,176,75,1,78.67,78.67
531,176,46,1,6.07,6.07
532,177,67,2,26.36,52.72
533,177,72,1,61.18,61.18
534,177,115,1,9.33,9.33
535,177,142,1,75.27,75.27
536,177,1,1,8.25,8.25
537,178,194,2,70.53,141.06
538,178,122,1,23.13,23.13
539,178,170,3,14.13,42.39
540,178,52,1,23.11,23.11
541,179,21,1,185.42,185.42
542,179,57,1,28.86,28.86
543,179,189,3,50.58,151.74
544,180,39,1,66.44,66.44
545,181,22,1,52.19,52.19
546,181,74,2,42.04,84.08
547,181,2,1,25.92,25.92
548,181,133,1,20.33,20.33
549,181,109,1,9.58,9.58
550,182,17,1,8.87,8.87
551,182,108,1,37.4,37.4
552,182,129,1,31.18,31.18
553,182,136,3,5.28,15.84
554,183,154,3,21.09,63.27
555,183,44,1,46.25,46.25
556,183,158,1,21.26,21.26
557,183,38,1,18.9,18.9
558,183,61,3,19.79,59.37
559,184,148,1,18.47,18.47
560,185,96,3,55.41,166.23
561,185,149,3,69.02,207.06
562,185,142,1,75.27,75.27
563,186,107,1,13.99,13.99
564,186,116,2,60.68,121.36
565,186,68,1,19.97,19.97
566,187,69,2,10.8,21.6
567,187,132,2,87.77,175.54
568,187,109,1,9.58,9.58
569,187,113,2,46.8,93.6
570,188,38,1,18.9,18.9
571,188,32,1,12.2,12.2
572,189,128,3,15.37,46.11
573,190,197,2,55.53,111.06
574,190,38,3,18.9,56.7
575,190,27,2,6.84,13.68
576,190,110,2,13.32,26.64
577,191,99,1,40.57,40.57
578,191,114,3,20.93,62.79
579,191,64,2,14.21,28.42
580,191,107,1,13.99,13.99
581,191,160,2,23.71,47.42
582,192,158,1,21.26,21.26
583,192,102,1,21.65,21.65
584,192,115,3,9.33,27.99
585,193,35,2,51.61,103.22
586,193,19,1,16.72,16.72
587,194,190,2,13.71,27.42
588,194,84,1,153.14,153.14
589,195,148,1,18.47,18.47
590,195,194,2,70.53,141.06
591,195,23,1,23.92,23.92
592,195,5,2,12.62,25.24
593,196,23,1,23.92,23.92
594,196,200,1,10.22,10.22
595,196,82,1,31.34,31.34
596,196,59,1,9.45,9.45
597,197,20,3,27.43,82.29
598,197,189,1,50.58,50.58
599,197,168,1,7.57,7.57
600,198,98,1,22.57,22.57
601,198,194,1,70.53,70.53
602,199,104,1,43.89,43.89
603,200,143,3,11.19,33.57
604,200,185,1,32.82,32.82
605,200,60,2,61.75,123.5
606,201,61,1,19.79,19.79
607,201,39,1,66.44,66.44
608,201,124,1,10.13,10.13
609,202,86,1,52.07,52.07
610,203,139,1,25.9,25.9
611,203,173,3,16.59,49.77
612,203,157,1,34.8,34.8
613,203,61,1,19.79,19.79
614,203,80,1,17.66,17.66
615,204,91,1,23.1,23.1
616,204,36,1,9.79,9.79
617,204,160,1,23.71,23.71
618,205,183,3,15.69,47.07
619,206,153,1,17.08,17.08
620,206,67,1,26.36,26.36
621,206,113,2,46.8,93.6
622,207,127,1,9.83,9.83
623,207,103,1,9.3,9.3
624,208,167,1,4.81,4.81
625,208,141,1,27.16,27.16
626,208,57,1,28.86,28.86
627,208,7,1,2.48,2.48
628,208,186,3,59.52,178.56
629,209,189,1,50.58,50.58
630,209,108,1,37.4,37.4
631,210,78,1,7.55,7.55
632,210,7,1,2.48,2.48
633,210,35,1,51.61,51.61
634,210,127,1,9.83,9.83
635,211,192,3,59.63,178.89
636,211,152,3,131.42,394.26
637,211,74,1,42.04,42.04
638,211,158,3,21.26,63.78
639,211,12,1,32.4,32.4
640,212,38,1,18.9,18.9
641,213,21,2,185.42,370.84
642,213,26,1,5.66,5.66
643,213,39,1,66.44,66.44
644,213,194,1,70.53,70.53
645,214,20,1,27.43,27.43
646,214,118,1,24.67,24.67
647,214,58,1,17.59,17.59
648,214,50,2,50.73,101.46
649,214,169,2,69.57,139.14
650,215,84,1,153.14,153.14
651,215,166,1,11.38,11.38
652,215,153,2,17.08,34.16
653,215,92,2,7.59,15.18
654,215,32,1,12.2,12.2
655,216,40,1,26.33,26.33
656,217,158,1,21.26,21.26
657,217,164,3,31.98,95.94
658,217,50,3,50.73,152.19
659,217,33,1,6.01,6.01
660,217,132,1,87.77,87.77
661,218,42,3,19.13,57.39
662,218,31,1,17.02,17.02
663,219,81,2,15.1,30.2
664,219,70,1,37.28,37.28
665,219,168,2,7.57,15.14
666,219,89,1,24.07,24.07
667,220,166,1,11.38,11.38
668,220,105,2,18.19,36.38
669,221,67,1,26.36,26.36
670,221,63,1,21.8,21.8
671,221,19,2,16.72,33.44
672,222,79,1,33.0,33.0
673,222,96,1,55.41,55.41
674,222,151,1,21.05,21.05
675,223,195,1,15.77,15.77
676,224,195,1,15.77,15.77
677,224,141,1,27.16,27.16
678,225,151,1,21.05,21.05
679,225,33,1,6.01,6.01
680,225,27,1,6.84,6.84
681,225,40,1,26.33,26.33
682,226,166,1,11.38,11.38
683,226,49,3,30.0,90.0
684,226,26,1,5.66,5.66
685,226,179,1,52.66,52.66
686,227,144,1,7.21,7.21
687,227,7,1,2.48,2.48
688,228,37,1,8.76,8.76
689,228,62,2,5.27,10.54
690,229,168,1,7.57,7.57
691,229,71,1,61.82,61.82
692,230,55,3,2.4,7.2
693,230,52,1,23.11,23.11
694,231,139,3,25.9,77.7
695,231,111,1,33.25,33.25
696,231,54,1,14.97,14.97
697,231,199,1,6.32,6.32
698,231,70,1,37.28,37.28
699,232,83,1,59.81,59.81
700,232,69,1,10.8,10.8
701,232,46,3,6.07,18.21
702,232,41,3,14.6,43.8
703,233,4,3,45.08,135.24
704,233,38,1,18.9,18.9
705,233,196,3,20.01,60.03
706,234,61,1,19.79,19.79
707,234,159,1,13.61,13.61
708,235,35,2,51.61,103.22
709,235,43,1,6.46,6.46
710,235,89,2,24.07,48.14
711,236,3,1,25.11,25.11
712,236,162,2,15.11,30.22
713,236,95,1,37.19,37.19
714,237,32,1,12.2,12.2
715,237,136,1,5.28,5.28
716,237,9,1,14.26,14.26
717,237,160,1,23.71,23.71
718,238,114,1,20.93,20.93
719,238,186,1,59.52,59.52
720,238,108,1,37.4,37.4
721,238,103,1,9.3,9.3
722,239,36,1,9.79,9.79
723,239,125,1,4.8,4.8
724,239,47,2,16.95,33.9
725,239,38,1,18.9,18.9
726,239,58,1,17.59,17.59
727,240,28,1,9.93,9.93
728,240,20,1,27.43,27.43
729,240,96,1,55.41,55.41
730,240,189,3,50.58,151.74
731,240,11,1,12.14,12.14
732,241,108,2,37.4,74.8
733,241,135,3,14.08,42.24
734,241,76,3,40.4,121.2
735,242,97,3,10.03,30.09
736,242,100,2,16.58,33.16
737,242,67,1,26.36,26.36
738,242,158,2,21.26,42.52
739,243,10,3,11.09,33.27
740,243,91,1,23.1,23.1
741,243,73,2,13.53,27.06
742,243,181,2,11.48,22.96
743,244,90,3,39.56,118.68
744,244,24,1,40.67,40.67
745,244,130,2,7.27,14.54
746,245,162,2,15.11,30.22
747,245,125,3,4.8,14.4
748,246,195,1,15.77,15.77
749,246,114,1,20.93,20.93
750,246,60,2,61.75,123.5
751,246,91,1,23.1,23.1
752,247,99,1,40.57,40.57
753,247,112,1,82.3,82.3
754,247,200,3,10.22,30.66
755,247,161,1,12.21,12.21
756,247,73,3,13.53,40.59
757,248,181,1,11.48,11.48
758,249,96,2,55.41,110.82
759,249,33,3,6.01,18.03
760,249,174,3,39.77,119.31
761,249,71,1,61.82,61.82
762,249,108,2,37.4,74.8
763,250,66,2,16.33,32.66
764,250,94,1,9.36,9.36
765,250,122,2,23.13,46.26
766,250,53,1,16.36,16.36
767,251,150,1,57.89,57.89
768,252,100,1,16.58,16.58
769,252,152,1,131.42,131.42
770,253,123,1,22.92,22.92
771,253,86,1,52.07,52.07
772,254,46,1,6.07,6.07
773,255,114,1,20.93,20.93
774,256,2,3,25.92,77.76
775,256,71,1,61.82,61.82
776,257,155,2,4.4,8.8
777,257,149,3,69.02,207.06
778,257,175,1,16.17,16.17
779,257,116,3,60.68,182.04
780,257,133,3,20.33,60.99
781,258,162,1,15.11,15.11
782,258,197,1,55.53,55.53
783,258,176,1,12.3,12.3
784,259,178,2,47.1,94.2
785,260,12,1,32.4,32.4
786,260,177,3,92.75,278.25
787,260,21,1,185.42,185.42
788,260,161,1,12.21,12.21
789,260,137,2,10.83,21.66
790,261,127,1,9.83,9.83
791,261,33,3,6.01,18.03
792,261,23,2,23.92,47.84
793,261,181,2,11.48,22.96
794,262,17,3,8.87,26.61
795,262,199,1,6.32,6.32
796,262,12,1,32.4,32.4
797,262,147,1,7.13,7.13
798,262,178,1,47.1,47.1
799,263,10,3,11.09,33.27
800,263,8,1,42.96,42.96
801,263,116,1,60.68,60.68
802,263,94,3,9.36,28.08
803,263,126,1,26.73,26.73
804,264,61,3,19.79,59.37
805,264,53,3,16.36,49.08
806,264,24,1,40.67,40.67
807,264,172,3,42.3,126.9
808,264,109,1,9.58,9.58
809,265,169,2,69.57,139.14
810,265,44,1,46.25,46.25
811,265,153,3,17.08,51.24
812,265,87,2,32.92,65.84
813,265,174,1,39.77,39.77
814,266,190,1,13.71,13.71
815,266,44,3,46.25,138.75
816,266,4,1,45.08,45.08
817,266,53,1,16.36,16.36
818,266,165,3,31.23,93.69
819,267,172,1,42.3,42.3
820,267,82,3,31.34,94.02
821,268,75,1,78.67,78.67
822,268,157,2,34.8,69.6
823,269,194,1,70.53,70.53
824,269,183,1,15.69,15.69
825,270,119,1,63.43,63.43
826,270,151,3,21.05,63.15
827,270,42,1,19.13,19.13
828,271,142,1,75.27,75.27
829,271,167,2,4.81,9.62
830,272,130,2,7.27,14.54
831,273,33,1,6.01,6.01
832,274,17,1,8.87,8.87
833,274,82,1,31.34,31.34
834,274,77,3,33.76,101.28
835,274,63,1,21.8,21.8
836,275,174,2,39.77,79.54
837,275,75,2,78.67,157.34
838,275,107,1,13.99,13.99
839,276,8,1,42.96,42.96
840,276,166,1,11.38,11.38
841,276,34,1,48.41,48.41
842,276,7,1,2.48,2.48
843,277,152,1,131.42,131.42
844,277,6,3,13.2,39.6
845,277,137,1,10.83,10.83
846,277,104,3,43.89,131.67
847,277,158,1,21.26,21.26
848,278,81,1,15.1,15.1
849,278,21,1,185.42,185.42
850,278,190,1,13.71,13.71
851,278,31,1,17.02,17.02
852,278,104,3,43.89,131.67
853,279,57,1,28.86,28.86
854,280,139,1,25.9,25.9
855,280,53,1,16.36,16.36
856,280,10,1,11.09,11.09
857,281,61,1,19.79,19.79
858,281,120,1,20.2,20.2
859,282,122,3,23.13,69.39
860,282,15,2,12.43,24.86
861,282,73,3,13.53,40.59
862,283,98,1,22.57,22.57
863,283,162,2,15.11,30.22
864,284,139,2,25.9,51.8
865,284,140,1,5.53,5.53
866,284,190,3,13.71,41.13
867,284,50,2,50.73,101.46
868,285,186,1,59.52,59.52
869,285,54,1,14.97,14.97
870,285,152,3,131.42,394.26
871,285,133,3,20.33,60.99
